id_commande,date,client_id,produit,categorie,quantite,prix_unitaire,entrepot
C202606130111,2026-06-13,CL0207,Casque audio,Electronique,3,97.6,Entrepot Est
C202606130112,2026-06-13,CL0361,Casque audio,Electronique,3,100.05,Entrepot Nord
C202606130113,2026-06-13,CL0281,Plante verte,Maison,2,25.03,Entrepot Est
C202606130114,2026-06-13,CL0182,Casque audio,Electronique,1,108.71,Entrepot Sud
C202606130115,2026-06-13,CL0081,Console jeux,Electronique,4,438.02,Entrepot Sud
C202606130116,2026-06-13,CL0188,Console jeux,Electronique,1,437.33,Entrepot Nord
C202606130117,2026-06-13,CL0175,Plante verte,Maison,3,28.52,Entrepot Sud
C202606130118,2026-06-13,CL0147,Livre,Culture,5,17.38,Entrepot Sud
C202606130119,2026-06-13,CL0014,Casque audio,Electronique,2,112.31,Entrepot Est
C202606130120,2026-06-13,CL0141,Console jeux,Electronique,3,401.64,Entrepot Nord
C202606130121,2026-06-13,CL0273,Chaise bureau,Mobilier,5,230.08,Entrepot Nord
C202606130122,2026-06-13,CL0313,Chaise bureau,Mobilier,4,82.09,Entrepot Nord
C202606130123,2026-06-13,CL0190,Console jeux,Electronique,5,396.49,Entrepot Nord
C202606130124,2026-06-13,CL0276,Plante verte,Maison,1,22.16,Entrepot Est
C202606130125,2026-06-13,CL0254,Casque audio,Electronique,3,111.85,Entrepot Nord
C202606130126,2026-06-13,CL0031,Livre,Culture,4,8.37,Entrepot Nord
C202606130127,2026-06-13,CL0224,Livre,Culture,2,13.29,Entrepot Nord
C202606130128,2026-06-13,CL0055,Chaise bureau,Mobilier,1,199.35,Entrepot Sud
C202606130129,2026-06-13,CL0396,Livre,Culture,5,17.36,Entrepot Est
C202606130130,2026-06-13,CL0255,Livre,Culture,4,22.24,Entrepot Nord
C202606130131,2026-06-13,CL0386,Plante verte,Maison,4,14.61,Entrepot Est
C202606130132,2026-06-13,CL0044,Livre,Culture,5,10.15,Entrepot Nord
C202606130133,2026-06-13,CL0363,Casque audio,Electronique,2,54.32,Entrepot Nord
C202606130134,2026-06-13,CL0102,Livre,Culture,1,15.88,Entrepot Nord
C202606130135,2026-06-13,CL0185,Console jeux,Electronique,3,368.12,Entrepot Est
C202606130136,2026-06-13,CL0229,Casque audio,Electronique,4,69.4,Entrepot Nord
C202606130137,2026-06-13,CL0362,Livre,Culture,4,24.57,Entrepot Est
C202606130138,2026-06-13,CL0180,Livre,Culture,2,11.06,Entrepot Nord
C202606130139,2026-06-13,CL0018,Casque audio,Electronique,4,84.77,Entrepot Sud
C202606130140,2026-06-13,CL0232,Plante verte,Maison,5,34.15,Entrepot Sud
C202606130141,2026-06-13,CL0203,Plante verte,Maison,1,28.83,Entrepot Nord
C202606130142,2026-06-13,CL0288,Console jeux,Electronique,2,414.85,Entrepot Est
C202606130143,2026-06-13,CL0081,Console jeux,Electronique,2,324.19,Entrepot Sud
C202606130144,2026-06-13,CL0264,Casque audio,Electronique,5,105.15,Entrepot Sud
C202606130145,2026-06-13,CL0292,Casque audio,Electronique,3,76.06,Entrepot Sud
C202606130146,2026-06-13,CL0297,Plante verte,Maison,4,21.35,Entrepot Nord
C202606130147,2026-06-13,CL0138,Console jeux,Electronique,2,279.09,Entrepot Nord
C202606130148,2026-06-13,CL0353,Livre,Culture,5,21.96,Entrepot Est
C202606130149,2026-06-13,CL0313,Chaise bureau,Mobilier,3,182.07,Entrepot Sud
C202606130150,2026-06-13,CL0141,Chaise bureau,Mobilier,2,168.99,Entrepot Sud
C202606130151,2026-06-13,CL0077,Casque audio,Electronique,4,114.77,Entrepot Sud
C202606130152,2026-06-13,CL0301,Plante verte,Maison,1,28.05,Entrepot Est
C202606130153,2026-06-13,CL0302,Console jeux,Electronique,4,376.25,Entrepot Nord
C202606130154,2026-06-13,CL0311,Livre,Culture,1,14.4,Entrepot Est
C202606130155,2026-06-13,CL0042,Plante verte,Maison,4,36.71,Entrepot Est
C202606130156,2026-06-13,CL0370,Plante verte,Maison,3,14.73,Entrepot Nord
C202606130157,2026-06-13,CL0190,Chaise bureau,Mobilier,2,72.36,Entrepot Nord
C202606130158,2026-06-13,CL0219,Livre,Culture,5,24.03,Entrepot Est
C202606130159,2026-06-13,CL0206,Console jeux,Electronique,3,314.05,Entrepot Est
C202606130160,2026-06-13,CL0348,Plante verte,Maison,1,13.3,Entrepot Est
C202606130161,2026-06-13,CL0378,Chaise bureau,Mobilier,1,174.36,Entrepot Est
C202606130162,2026-06-13,CL0128,Livre,Culture,3,18.83,Entrepot Nord
C202606130163,2026-06-13,CL0045,Chaise bureau,Mobilier,5,66.32,Entrepot Nord
C202606130164,2026-06-13,CL0368,Casque audio,Electronique,1,61.16,Entrepot Sud
C202606130165,2026-06-13,CL0095,Casque audio,Electronique,3,70.74,Entrepot Est
C202606130166,2026-06-13,CL0134,Livre,Culture,1,18.97,Entrepot Est
C202606130167,2026-06-13,CL0243,Chaise bureau,Mobilier,2,91.12,Entrepot Est
C202606130168,2026-06-13,CL0083,Livre,Culture,3,12.41,Entrepot Nord
C202606130169,2026-06-13,CL0323,Console jeux,Electronique,3,442.77,Entrepot Sud
C202606130170,2026-06-13,CL0109,Plante verte,Maison,5,29.49,Entrepot Est
C202606130171,2026-06-13,CL0350,Casque audio,Electronique,4,113.53,Entrepot Est
C202606130172,2026-06-13,CL0272,Casque audio,Electronique,4,62.4,Entrepot Nord
C202606130173,2026-06-13,CL0284,Livre,Culture,3,10.73,Entrepot Sud
C202606130174,2026-06-13,CL0241,Chaise bureau,Mobilier,4,228.99,Entrepot Est
C202606130175,2026-06-13,CL0051,Plante verte,Maison,4,38.13,Entrepot Sud
C202606130176,2026-06-13,CL0084,Console jeux,Electronique,4,390.47,Entrepot Sud
C202606130177,2026-06-13,CL0072,Chaise bureau,Mobilier,1,129.86,Entrepot Est
C202606130178,2026-06-13,CL0296,Plante verte,Maison,5,19.91,Entrepot Nord
C202606130179,2026-06-13,CL0105,Console jeux,Electronique,2,278.46,Entrepot Nord
C202606130180,2026-06-13,CL0190,Plante verte,Maison,1,38.79,Entrepot Nord
C202606130181,2026-06-13,CL0102,Console jeux,Electronique,3,320.18,Entrepot Est
C202606130182,2026-06-13,CL0154,Console jeux,Electronique,2,290.09,Entrepot Sud
C202606130183,2026-06-13,CL0216,Chaise bureau,Mobilier,2,194.77,Entrepot Sud
C202606130184,2026-06-13,CL0260,Casque audio,Electronique,2,86.49,Entrepot Nord
C202606130185,2026-06-13,CL0052,Casque audio,Electronique,2,95.18,Entrepot Sud
C202606130186,2026-06-13,CL0026,Livre,Culture,5,20.12,Entrepot Nord
C202606130187,2026-06-13,CL0292,Plante verte,Maison,1,39.13,Entrepot Nord
C202606130188,2026-06-13,CL0302,Casque audio,Electronique,5,76.18,Entrepot Est
C202606130189,2026-06-13,CL0092,Console jeux,Electronique,2,203.27,Entrepot Nord
C202606130190,2026-06-13,CL0300,Livre,Culture,1,11.58,Entrepot Nord
C202606130191,2026-06-13,CL0358,Console jeux,Electronique,3,368.71,Entrepot Nord
C202606130192,2026-06-13,CL0218,Casque audio,Electronique,1,89.74,Entrepot Sud
C202606130193,2026-06-13,CL0339,Casque audio,Electronique,3,83.58,Entrepot Nord
C202606130194,2026-06-13,CL0320,Casque audio,Electronique,1,119.55,Entrepot Est
C202606130195,2026-06-13,CL0283,Console jeux,Electronique,4,240.28,Entrepot Sud
C202606130196,2026-06-13,CL0279,Livre,Culture,3,23.62,Entrepot Nord
C202606130197,2026-06-13,CL0302,Livre,Culture,2,10.69,Entrepot Nord
C202606130198,2026-06-13,CL0050,Casque audio,Electronique,2,68.2,Entrepot Sud
C202606130199,2026-06-13,CL0008,Console jeux,Electronique,4,303.17,Entrepot Sud
C202606130200,2026-06-13,CL0388,Casque audio,Electronique,2,76.7,Entrepot Nord
C202606130201,2026-06-13,CL0397,Casque audio,Electronique,2,112.15,Entrepot Nord
C202606130202,2026-06-13,CL0244,Casque audio,Electronique,4,89.17,Entrepot Nord
C202606130203,2026-06-13,CL0026,Casque audio,Electronique,2,118.16,Entrepot Est
C202606130204,2026-06-13,CL0093,Plante verte,Maison,5,18.69,Entrepot Nord
C202606130205,2026-06-13,CL0387,Livre,Culture,1,12.42,Entrepot Sud
C202606130206,2026-06-13,CL0158,Casque audio,Electronique,3,93.66,Entrepot Nord
C202606130207,2026-06-13,CL0352,Casque audio,Electronique,5,103.42,Entrepot Nord
C202606130208,2026-06-13,CL0055,Livre,Culture,2,13.19,Entrepot Nord
C202606130209,2026-06-13,CL0255,Console jeux,Electronique,4,432.09,Entrepot Sud
C202606130210,2026-06-13,CL0146,Casque audio,Electronique,2,106.41,Entrepot Sud
C202606130211,2026-06-13,CL0381,Console jeux,Electronique,1,283.84,Entrepot Nord
C202606130212,2026-06-13,CL0108,Livre,Culture,5,14.88,Entrepot Nord
C202606130213,2026-06-13,CL0240,Plante verte,Maison,3,30.51,Entrepot Nord
C202606130214,2026-06-13,CL0209,Casque audio,Electronique,2,94.64,Entrepot Nord
C202606130215,2026-06-13,CL0172,Casque audio,Electronique,5,96.56,Entrepot Est
C202606130216,2026-06-13,CL0020,Livre,Culture,3,19.24,Entrepot Nord
C202606130217,2026-06-13,CL0080,Plante verte,Maison,4,31.28,Entrepot Nord
C202606130218,2026-06-13,CL0135,Casque audio,Electronique,1,49.26,Entrepot Nord
C202606130219,2026-06-13,CL0100,Casque audio,Electronique,4,82.67,Entrepot Nord
C202606130220,2026-06-13,CL0033,Casque audio,Electronique,4,87.2,Entrepot Nord
C202606130221,2026-06-13,CL0224,Console jeux,Electronique,4,231.73,Entrepot Nord
C202606130222,2026-06-13,CL0369,Livre,Culture,1,19.86,Entrepot Sud
C202606130223,2026-06-13,CL0028,Casque audio,Electronique,1,53.47,Entrepot Nord
C202606130224,2026-06-13,CL0088,Livre,Culture,5,24.12,Entrepot Nord
C202606130225,2026-06-13,CL0225,Chaise bureau,Mobilier,4,195.32,Entrepot Nord
C202606130226,2026-06-13,CL0372,Plante verte,Maison,2,12.1,Entrepot Nord
C202606130227,2026-06-13,CL0134,Plante verte,Maison,2,29.83,Entrepot Nord
C202606130228,2026-06-13,CL0114,Casque audio,Electronique,1,105.58,Entrepot Nord
C202606130229,2026-06-13,CL0157,Casque audio,Electronique,2,48.17,Entrepot Nord
C202606130230,2026-06-13,CL0287,Console jeux,Electronique,3,411.68,Entrepot Sud
C202606130231,2026-06-13,CL0290,Console jeux,Electronique,4,442.34,Entrepot Sud
C202606130232,2026-06-13,CL0373,Console jeux,Electronique,2,277.79,Entrepot Nord
C202606130233,2026-06-13,CL0302,Chaise bureau,Mobilier,2,131.0,Entrepot Sud
C202606130234,2026-06-13,CL0258,Livre,Culture,5,12.72,Entrepot Sud
C202606130235,2026-06-13,CL0023,Casque audio,Electronique,4,77.23,Entrepot Sud
C202606130236,2026-06-13,CL0361,Console jeux,Electronique,3,268.95,Entrepot Sud
C202606130237,2026-06-13,CL0262,Plante verte,Maison,3,26.49,Entrepot Nord
C202606130238,2026-06-13,CL0363,Console jeux,Electronique,4,336.01,Entrepot Nord
C202606130239,2026-06-13,CL0110,Casque audio,Electronique,3,81.19,Entrepot Sud
C202606130240,2026-06-13,CL0045,Plante verte,Maison,3,31.86,Entrepot Nord
C202606130241,2026-06-13,CL0222,Chaise bureau,Mobilier,2,216.95,Entrepot Est
C202606130242,2026-06-13,CL0032,Chaise bureau,Mobilier,3,191.76,Entrepot Nord
C202606130243,2026-06-13,CL0312,Chaise bureau,Mobilier,3,137.83,Entrepot Nord
C202606130244,2026-06-13,CL0173,Console jeux,Electronique,3,401.1,Entrepot Nord
C202606130245,2026-06-13,CL0096,Plante verte,Maison,1,32.15,Entrepot Sud
C202606130246,2026-06-13,CL0250,Plante verte,Maison,1,22.34,Entrepot Nord
C202606130247,2026-06-13,CL0225,Casque audio,Electronique,2,112.15,Entrepot Est
C202606130248,2026-06-13,CL0329,Chaise bureau,Mobilier,4,89.52,Entrepot Nord
C202606130249,2026-06-13,CL0346,Livre,Culture,2,13.99,Entrepot Nord
C202606130250,2026-06-13,CL0028,Livre,Culture,3,8.62,Entrepot Nord
C202606130251,2026-06-13,CL0192,Plante verte,Maison,4,17.38,Entrepot Sud
C202606130252,2026-06-13,CL0262,Console jeux,Electronique,1,227.84,Entrepot Nord
C202606130253,2026-06-13,CL0201,Plante verte,Maison,5,39.67,Entrepot Est
C202606130254,2026-06-13,CL0191,Plante verte,Maison,2,22.62,Entrepot Nord
C202606130255,2026-06-13,CL0320,Casque audio,Electronique,3,69.97,Entrepot Sud
C202606130256,2026-06-13,CL0313,Livre,Culture,2,8.35,Entrepot Sud
C202606130257,2026-06-13,CL0124,Livre,Culture,3,9.67,Entrepot Sud
C202606130258,2026-06-13,CL0165,Livre,Culture,4,17.96,Entrepot Sud
C202606130259,2026-06-13,CL0309,Casque audio,Electronique,1,87.87,Entrepot Sud
C202606130260,2026-06-13,CL0226,Casque audio,Electronique,5,79.52,Entrepot Nord
C202606130261,2026-06-13,CL0117,Chaise bureau,Mobilier,4,233.88,Entrepot Nord
C202606130262,2026-06-13,CL0217,Casque audio,Electronique,3,118.98,Entrepot Nord
C202606130263,2026-06-13,CL0020,Livre,Culture,3,17.98,Entrepot Nord
C202606130264,2026-06-13,CL0398,Console jeux,Electronique,5,402.61,Entrepot Nord
C202606130265,2026-06-13,CL0195,Plante verte,Maison,4,39.64,Entrepot Nord
C202606130266,2026-06-13,CL0307,Plante verte,Maison,2,28.77,Entrepot Nord
C202606130267,2026-06-13,CL0054,Plante verte,Maison,5,38.77,Entrepot Nord
C202606130268,2026-06-13,CL0160,Chaise bureau,Mobilier,4,238.38,Entrepot Est
C202606130269,2026-06-13,CL0047,Plante verte,Maison,2,31.41,Entrepot Nord
C202606130270,2026-06-13,CL0234,Livre,Culture,3,8.08,Entrepot Nord
C202606130271,2026-06-13,CL0087,Chaise bureau,Mobilier,3,158.06,Entrepot Est
C202606130272,2026-06-13,CL0149,Casque audio,Electronique,5,84.59,Entrepot Nord
C202606130273,2026-06-13,CL0172,Console jeux,Electronique,2,255.12,Entrepot Nord
C202606130274,2026-06-13,CL0390,Console jeux,Electronique,5,339.82,Entrepot Nord
C202606130275,2026-06-13,CL0059,Casque audio,Electronique,5,116.64,Entrepot Nord
C202606130276,2026-06-13,CL0346,Chaise bureau,Mobilier,5,181.92,Entrepot Nord
C202606130277,2026-06-13,CL0185,Casque audio,Electronique,3,57.1,Entrepot Nord
C202606130278,2026-06-13,CL0102,Livre,Culture,4,8.06,Entrepot Est
C202606130279,2026-06-13,CL0089,Console jeux,Electronique,4,290.18,Entrepot Nord
C202606130280,2026-06-13,CL0376,Plante verte,Maison,2,35.29,Entrepot Nord
C202606130281,2026-06-13,CL0165,Casque audio,Electronique,1,73.25,Entrepot Est
C202606130282,2026-06-13,CL0102,Plante verte,Maison,1,25.92,Entrepot Nord
C202606130283,2026-06-13,CL0096,Console jeux,Electronique,2,216.87,Entrepot Nord
C202606130284,2026-06-13,CL0088,Chaise bureau,Mobilier,5,85.87,Entrepot Sud
C202606130285,2026-06-13,CL0367,Console jeux,Electronique,3,272.6,Entrepot Sud
C202606130286,2026-06-13,CL0155,Plante verte,Maison,5,15.12,Entrepot Nord
C202606130287,2026-06-13,CL0293,Livre,Culture,5,24.55,Entrepot Sud
C202606130288,2026-06-13,CL0065,Livre,Culture,4,20.63,Entrepot Nord
C202606130289,2026-06-13,CL0031,Chaise bureau,Mobilier,4,145.21,Entrepot Est
C202606130290,2026-06-13,CL0353,Casque audio,Electronique,1,90.89,Entrepot Nord
C202606130291,2026-06-13,CL0091,Console jeux,Electronique,2,266.89,Entrepot Est
C202606130292,2026-06-13,CL0226,Console jeux,Electronique,1,203.94,Entrepot Est
C202606130293,2026-06-13,CL0104,Casque audio,Electronique,4,84.96,Entrepot Est
C202606130294,2026-06-13,CL0191,Chaise bureau,Mobilier,3,174.62,Entrepot Nord
C202606130295,2026-06-13,CL0026,Casque audio,Electronique,1,46.69,Entrepot Sud
C202606130296,2026-06-13,CL0377,Livre,Culture,3,19.42,Entrepot Nord
C202606130297,2026-06-13,CL0144,Casque audio,Electronique,2,119.24,Entrepot Nord
C202606130298,2026-06-13,CL0117,Console jeux,Electronique,1,402.67,Entrepot Sud
C202606130299,2026-06-13,CL0248,Chaise bureau,Mobilier,1,240.3,Entrepot Sud
C202606130300,2026-06-13,CL0359,Console jeux,Electronique,5,415.49,Entrepot Nord
C202606130301,2026-06-13,CL0101,Console jeux,Electronique,4,294.17,Entrepot Est
C202606130302,2026-06-13,CL0262,Livre,Culture,3,12.6,Entrepot Est
C202606130303,2026-06-13,CL0115,Livre,Culture,2,19.82,Entrepot Nord
C202606130304,2026-06-13,CL0237,Casque audio,Electronique,2,77.98,Entrepot Sud
C202606130305,2026-06-13,CL0386,Console jeux,Electronique,3,325.32,Entrepot Nord
C202606130306,2026-06-13,CL0375,Chaise bureau,Mobilier,4,99.85,Entrepot Nord
C202606130307,2026-06-13,CL0095,Plante verte,Maison,2,26.69,Entrepot Nord
C202606130308,2026-06-13,CL0335,Plante verte,Maison,5,17.87,Entrepot Est
C202606130309,2026-06-13,CL0136,Livre,Culture,3,17.71,Entrepot Est
C202606130310,2026-06-13,CL0193,Chaise bureau,Mobilier,3,180.77,Entrepot Nord
C202606130311,2026-06-13,CL0001,Console jeux,Electronique,5,410.43,Entrepot Nord
C202606130312,2026-06-13,CL0283,Chaise bureau,Mobilier,3,210.69,Entrepot Nord
C202606130313,2026-06-13,CL0398,Console jeux,Electronique,5,356.51,Entrepot Nord
C202606130314,2026-06-13,CL0348,Livre,Culture,3,19.43,Entrepot Nord
C202606130315,2026-06-13,CL0224,Plante verte,Maison,4,24.23,Entrepot Sud
C202606130316,2026-06-13,CL0077,Livre,Culture,1,10.65,Entrepot Nord
C202606130317,2026-06-13,CL0143,Chaise bureau,Mobilier,2,182.43,Entrepot Nord
C202606130318,2026-06-13,CL0098,Livre,Culture,1,11.11,Entrepot Sud
C202606130319,2026-06-13,CL0331,Livre,Culture,4,17.97,Entrepot Nord
C202606130320,2026-06-13,CL0103,Console jeux,Electronique,4,409.2,Entrepot Nord
