id_commande,date,client_id,produit,categorie,quantite,prix_unitaire,entrepot
C202606120095,2026-06-12,CL0028,Livre,Culture,2,14.88,Entrepot Nord
C202606120096,2026-06-12,CL0131,Livre,Culture,1,9.2,Entrepot Sud
C202606120097,2026-06-12,CL0196,Plante verte,Maison,2,13.55,Entrepot Sud
C202606120098,2026-06-12,CL0024,Console jeux,Electronique,3,349.69,Entrepot Sud
C202606120099,2026-06-12,CL0135,Plante verte,Maison,2,16.41,Entrepot Nord
C202606120100,2026-06-12,CL0126,Chaise bureau,Mobilier,3,244.8,Entrepot Sud
C202606120101,2026-06-12,CL0172,Casque audio,Electronique,3,61.34,Entrepot Nord
C202606120102,2026-06-12,CL0103,Plante verte,Maison,1,25.29,Entrepot Sud
C202606120103,2026-06-12,CL0046,Livre,Culture,5,21.2,Entrepot Nord
C202606120104,2026-06-12,CL0154,Livre,Culture,4,17.98,Entrepot Nord
C202606120105,2026-06-12,CL0385,Chaise bureau,Mobilier,2,76.05,Entrepot Est
C202606120106,2026-06-12,CL0254,Livre,Culture,5,14.62,Entrepot Nord
C202606120107,2026-06-12,CL0023,Livre,Culture,3,20.31,Entrepot Sud
C202606120108,2026-06-12,CL0072,Console jeux,Electronique,4,383.46,Entrepot Est
C202606120109,2026-06-12,CL0009,Console jeux,Electronique,5,342.12,Entrepot Est
C202606120110,2026-06-12,CL0327,Console jeux,Electronique,2,221.27,Entrepot Nord
C202606120111,2026-06-12,CL0026,Chaise bureau,Mobilier,1,131.56,Entrepot Nord
C202606120112,2026-06-12,CL0002,Casque audio,Electronique,5,96.05,Entrepot Nord
C202606120113,2026-06-12,CL0275,Plante verte,Maison,1,32.95,Entrepot Sud
C202606120114,2026-06-12,CL0130,Casque audio,Electronique,5,49.95,Entrepot Sud
C202606120115,2026-06-12,CL0119,Casque audio,Electronique,3,62.61,Entrepot Sud
C202606120116,2026-06-12,CL0351,Plante verte,Maison,4,35.67,Entrepot Nord
C202606120117,2026-06-12,CL0040,Chaise bureau,Mobilier,1,177.23,Entrepot Sud
C202606120118,2026-06-12,CL0355,Console jeux,Electronique,2,282.94,Entrepot Sud
C202606120119,2026-06-12,CL0032,Chaise bureau,Mobilier,5,167.87,Entrepot Nord
C202606120120,2026-06-12,CL0112,Plante verte,Maison,3,39.23,Entrepot Nord
C202606120121,2026-06-12,CL0239,Plante verte,Maison,3,31.85,Entrepot Nord
C202606120122,2026-06-12,CL0160,Plante verte,Maison,1,39.81,Entrepot Sud
C202606120123,2026-06-12,CL0260,Casque audio,Electronique,4,46.31,Entrepot Nord
C202606120124,2026-06-12,CL0108,Plante verte,Maison,3,22.83,Entrepot Est
C202606120125,2026-06-12,CL0135,Casque audio,Electronique,5,51.77,Entrepot Sud
C202606120126,2026-06-12,CL0144,Chaise bureau,Mobilier,2,174.64,Entrepot Sud
C202606120127,2026-06-12,CL0249,Casque audio,Electronique,3,62.35,Entrepot Est
C202606120128,2026-06-12,CL0349,Plante verte,Maison,1,16.45,Entrepot Est
C202606120129,2026-06-12,CL0177,Plante verte,Maison,4,20.45,Entrepot Nord
C202606120130,2026-06-12,CL0167,Plante verte,Maison,3,15.39,Entrepot Nord
C202606120131,2026-06-12,CL0366,Chaise bureau,Mobilier,4,82.81,Entrepot Est
C202606120132,2026-06-12,CL0200,Casque audio,Electronique,3,63.99,Entrepot Nord
C202606120133,2026-06-12,CL0141,Console jeux,Electronique,1,290.18,Entrepot Nord
C202606120134,2026-06-12,CL0147,Casque audio,Electronique,3,52.63,Entrepot Est
C202606120135,2026-06-12,CL0162,Livre,Culture,2,24.51,Entrepot Nord
C202606120136,2026-06-12,CL0015,Livre,Culture,3,21.35,Entrepot Nord
C202606120137,2026-06-12,CL0026,Plante verte,Maison,5,27.38,Entrepot Sud
C202606120138,2026-06-12,CL0147,Plante verte,Maison,4,29.22,Entrepot Nord
C202606120139,2026-06-12,CL0088,Plante verte,Maison,1,37.53,Entrepot Sud
C202606120140,2026-06-12,CL0379,Plante verte,Maison,4,21.62,Entrepot Nord
C202606120141,2026-06-12,CL0286,Chaise bureau,Mobilier,4,184.64,Entrepot Nord
C202606120142,2026-06-12,CL0107,Plante verte,Maison,1,16.69,Entrepot Nord
C202606120143,2026-06-12,CL0171,Console jeux,Electronique,4,337.6,Entrepot Nord
C202606120144,2026-06-12,CL0047,Plante verte,Maison,4,15.91,Entrepot Nord
C202606120145,2026-06-12,CL0189,Livre,Culture,3,17.45,Entrepot Nord
C202606120146,2026-06-12,CL0212,Chaise bureau,Mobilier,5,98.41,Entrepot Nord
C202606120147,2026-06-12,CL0139,Plante verte,Maison,4,32.88,Entrepot Nord
C202606120148,2026-06-12,CL0185,Chaise bureau,Mobilier,1,154.65,Entrepot Sud
C202606120149,2026-06-12,CL0111,Livre,Culture,5,17.0,Entrepot Sud
C202606120150,2026-06-12,CL0331,Casque audio,Electronique,3,112.26,Entrepot Nord
C202606120151,2026-06-12,CL0012,Plante verte,Maison,4,38.71,Entrepot Est
C202606120152,2026-06-12,CL0243,Livre,Culture,1,15.23,Entrepot Sud
C202606120153,2026-06-12,CL0271,Console jeux,Electronique,4,200.04,Entrepot Nord
C202606120154,2026-06-12,CL0080,Plante verte,Maison,4,18.96,Entrepot Nord
C202606120155,2026-06-12,CL0370,Livre,Culture,5,24.52,Entrepot Nord
C202606120156,2026-06-12,CL0065,Plante verte,Maison,1,27.44,Entrepot Nord
C202606120157,2026-06-12,CL0156,Livre,Culture,5,23.64,Entrepot Sud
C202606120158,2026-06-12,CL0392,Livre,Culture,3,16.98,Entrepot Nord
C202606120159,2026-06-12,CL0299,Casque audio,Electronique,1,50.28,Entrepot Sud
C202606120160,2026-06-12,CL0001,Livre,Culture,4,12.43,Entrepot Sud
C202606120161,2026-06-12,CL0162,Casque audio,Electronique,5,67.61,Entrepot Nord
C202606120162,2026-06-12,CL0015,Livre,Culture,4,16.95,Entrepot Sud
C202606120163,2026-06-12,CL0346,Plante verte,Maison,3,13.55,Entrepot Nord
C202606120164,2026-06-12,CL0190,Plante verte,Maison,1,19.2,Entrepot Sud
C202606120165,2026-06-12,CL0216,Livre,Culture,4,8.58,Entrepot Nord
C202606120166,2026-06-12,CL0379,Chaise bureau,Mobilier,4,97.64,Entrepot Sud
C202606120167,2026-06-12,CL0160,Console jeux,Electronique,1,251.3,Entrepot Est
C202606120168,2026-06-12,CL0152,Livre,Culture,2,15.91,Entrepot Nord
C202606120169,2026-06-12,CL0115,Casque audio,Electronique,5,82.18,Entrepot Nord
C202606120170,2026-06-12,CL0305,Plante verte,Maison,4,37.49,Entrepot Nord
C202606120171,2026-06-12,CL0306,Livre,Culture,4,8.92,Entrepot Nord
C202606120172,2026-06-12,CL0202,Livre,Culture,4,8.88,Entrepot Nord
C202606120173,2026-06-12,CL0085,Plante verte,Maison,3,32.52,Entrepot Est
C202606120174,2026-06-12,CL0383,Chaise bureau,Mobilier,2,95.25,Entrepot Est
C202606120175,2026-06-12,CL0192,Plante verte,Maison,1,20.73,Entrepot Sud
C202606120176,2026-06-12,CL0144,Chaise bureau,Mobilier,4,92.16,Entrepot Nord
C202606120177,2026-06-12,CL0288,Casque audio,Electronique,3,76.51,Entrepot Est
C202606120178,2026-06-12,CL0222,Livre,Culture,4,14.06,Entrepot Est
C202606120179,2026-06-12,CL0278,Casque audio,Electronique,1,97.89,Entrepot Nord
C202606120180,2026-06-12,CL0243,Plante verte,Maison,2,21.05,Entrepot Sud
C202606120181,2026-06-12,CL0208,Casque audio,Electronique,4,63.6,Entrepot Sud
C202606120182,2026-06-12,CL0032,Casque audio,Electronique,4,47.61,Entrepot Nord
C202606120183,2026-06-12,CL0174,Chaise bureau,Mobilier,2,201.98,Entrepot Est
C202606120184,2026-06-12,CL0023,Chaise bureau,Mobilier,3,123.64,Entrepot Est
C202606120185,2026-06-12,CL0370,Chaise bureau,Mobilier,3,235.6,Entrepot Nord
C202606120186,2026-06-12,CL0244,Console jeux,Electronique,1,206.06,Entrepot Nord
C202606120187,2026-06-12,CL0253,Plante verte,Maison,4,34.11,Entrepot Est
C202606120188,2026-06-12,CL0379,Livre,Culture,4,11.11,Entrepot Est
C202606120189,2026-06-12,CL0164,Chaise bureau,Mobilier,2,175.38,Entrepot Nord
C202606120190,2026-06-12,CL0263,Plante verte,Maison,3,33.95,Entrepot Sud
C202606120191,2026-06-12,CL0034,Livre,Culture,4,20.8,Entrepot Nord
C202606120192,2026-06-12,CL0219,Casque audio,Electronique,4,86.44,Entrepot Nord
C202606120193,2026-06-12,CL0050,Casque audio,Electronique,1,64.87,Entrepot Nord
C202606120194,2026-06-12,CL0089,Plante verte,Maison,4,39.68,Entrepot Est
C202606120195,2026-06-12,CL0346,Livre,Culture,2,15.09,Entrepot Sud
C202606120196,2026-06-12,CL0063,Livre,Culture,5,22.4,Entrepot Sud
C202606120197,2026-06-12,CL0131,Chaise bureau,Mobilier,3,113.09,Entrepot Nord
C202606120198,2026-06-12,CL0121,Chaise bureau,Mobilier,2,143.49,Entrepot Nord
C202606120199,2026-06-12,CL0168,Livre,Culture,3,23.03,Entrepot Sud
C202606120200,2026-06-12,CL0270,Casque audio,Electronique,4,63.87,Entrepot Nord
C202606120201,2026-06-12,CL0053,Livre,Culture,1,19.11,Entrepot Est
C202606120202,2026-06-12,CL0230,Casque audio,Electronique,4,111.21,Entrepot Nord
C202606120203,2026-06-12,CL0026,Chaise bureau,Mobilier,1,226.61,Entrepot Nord
C202606120204,2026-06-12,CL0039,Livre,Culture,5,24.54,Entrepot Sud
C202606120205,2026-06-12,CL0134,Chaise bureau,Mobilier,5,224.56,Entrepot Nord
C202606120206,2026-06-12,CL0180,Casque audio,Electronique,1,92.81,Entrepot Sud
C202606120207,2026-06-12,CL0105,Livre,Culture,1,14.27,Entrepot Nord
C202606120208,2026-06-12,CL0105,Chaise bureau,Mobilier,1,173.89,Entrepot Sud
C202606120209,2026-06-12,CL0318,Casque audio,Electronique,3,75.67,Entrepot Nord
C202606120210,2026-06-12,CL0281,Chaise bureau,Mobilier,1,98.65,Entrepot Sud
C202606120211,2026-06-12,CL0340,Plante verte,Maison,1,23.43,Entrepot Sud
C202606120212,2026-06-12,CL0084,Console jeux,Electronique,2,359.8,Entrepot Nord
C202606120213,2026-06-12,CL0158,Plante verte,Maison,3,23.47,Entrepot Nord
C202606120214,2026-06-12,CL0183,Plante verte,Maison,1,20.75,Entrepot Sud
C202606120215,2026-06-12,CL0187,Plante verte,Maison,4,12.51,Entrepot Sud
C202606120216,2026-06-12,CL0004,Livre,Culture,4,20.38,Entrepot Nord
C202606120217,2026-06-12,CL0208,Plante verte,Maison,2,23.87,Entrepot Est
C202606120218,2026-06-12,CL0008,Console jeux,Electronique,3,315.23,Entrepot Nord
C202606120219,2026-06-12,CL0204,Casque audio,Electronique,5,55.69,Entrepot Est
C202606120220,2026-06-12,CL0259,Casque audio,Electronique,5,91.66,Entrepot Nord
C202606120221,2026-06-12,CL0088,Livre,Culture,2,13.92,Entrepot Nord
C202606120222,2026-06-12,CL0102,Casque audio,Electronique,1,73.78,Entrepot Sud
C202606120223,2026-06-12,CL0248,Chaise bureau,Mobilier,2,219.09,Entrepot Nord
C202606120224,2026-06-12,CL0045,Chaise bureau,Mobilier,1,175.45,Entrepot Sud
C202606120225,2026-06-12,CL0318,Console jeux,Electronique,2,360.08,Entrepot Est
C202606120226,2026-06-12,CL0094,Plante verte,Maison,5,35.7,Entrepot Est
C202606120227,2026-06-12,CL0081,Console jeux,Electronique,2,210.43,Entrepot Est
C202606120228,2026-06-12,CL0372,Plante verte,Maison,3,15.45,Entrepot Nord
C202606120229,2026-06-12,CL0345,Livre,Culture,1,23.03,Entrepot Est
C202606120230,2026-06-12,CL0282,Casque audio,Electronique,3,53.83,Entrepot Sud
C202606120231,2026-06-12,CL0200,Chaise bureau,Mobilier,4,118.56,Entrepot Nord
C202606120232,2026-06-12,CL0002,Chaise bureau,Mobilier,4,155.68,Entrepot Nord
C202606120233,2026-06-12,CL0317,Console jeux,Electronique,4,316.32,Entrepot Nord
C202606120234,2026-06-12,CL0035,Plante verte,Maison,2,34.69,Entrepot Nord
C202606120235,2026-06-12,CL0227,Livre,Culture,3,15.32,Entrepot Nord
C202606120236,2026-06-12,CL0067,Console jeux,Electronique,5,364.27,Entrepot Nord
C202606120237,2026-06-12,CL0028,Casque audio,Electronique,3,103.32,Entrepot Sud
C202606120238,2026-06-12,CL0014,Console jeux,Electronique,4,363.19,Entrepot Sud
C202606120239,2026-06-12,CL0100,Casque audio,Electronique,5,99.91,Entrepot Est
C202606120240,2026-06-12,CL0085,Livre,Culture,4,12.89,Entrepot Est
C202606120241,2026-06-12,CL0130,Livre,Culture,1,22.16,Entrepot Sud
C202606120242,2026-06-12,CL0234,Livre,Culture,3,23.24,Entrepot Nord
C202606120243,2026-06-12,CL0107,Livre,Culture,3,16.54,Entrepot Est
C202606120244,2026-06-12,CL0191,Console jeux,Electronique,3,353.97,Entrepot Nord
C202606120245,2026-06-12,CL0143,Casque audio,Electronique,2,58.66,Entrepot Nord
C202606120246,2026-06-12,CL0059,Chaise bureau,Mobilier,4,92.06,Entrepot Sud
C202606120247,2026-06-12,CL0232,Console jeux,Electronique,1,359.08,Entrepot Nord
C202606120248,2026-06-12,CL0054,Console jeux,Electronique,5,345.01,Entrepot Est
C202606120249,2026-06-12,CL0191,Chaise bureau,Mobilier,5,179.66,Entrepot Nord
C202606120250,2026-06-12,CL0185,Chaise bureau,Mobilier,4,248.19,Entrepot Sud
C202606120251,2026-06-12,CL0381,Chaise bureau,Mobilier,1,144.03,Entrepot Nord
C202606120252,2026-06-12,CL0328,Casque audio,Electronique,3,106.49,Entrepot Nord
C202606120253,2026-06-12,CL0114,Console jeux,Electronique,3,383.26,Entrepot Sud
C202606120254,2026-06-12,CL0263,Livre,Culture,3,18.47,Entrepot Nord
C202606120255,2026-06-12,CL0335,Chaise bureau,Mobilier,1,85.08,Entrepot Nord
C202606120256,2026-06-12,CL0156,Casque audio,Electronique,1,49.08,Entrepot Sud
C202606120257,2026-06-12,CL0299,Casque audio,Electronique,5,71.79,Entrepot Nord
C202606120258,2026-06-12,CL0244,Chaise bureau,Mobilier,5,85.41,Entrepot Nord
C202606120259,2026-06-12,CL0363,Livre,Culture,2,8.24,Entrepot Est
C202606120260,2026-06-12,CL0341,Livre,Culture,4,9.63,Entrepot Sud
C202606120261,2026-06-12,CL0029,Chaise bureau,Mobilier,4,214.2,Entrepot Est
C202606120262,2026-06-12,CL0309,Console jeux,Electronique,3,348.68,Entrepot Sud
C202606120263,2026-06-12,CL0023,Console jeux,Electronique,4,262.12,Entrepot Est
C202606120264,2026-06-12,CL0082,Casque audio,Electronique,5,46.89,Entrepot Nord
C202606120265,2026-06-12,CL0101,Casque audio,Electronique,1,45.93,Entrepot Sud
C202606120266,2026-06-12,CL0260,Livre,Culture,4,11.39,Entrepot Sud
C202606120267,2026-06-12,CL0154,Plante verte,Maison,5,16.89,Entrepot Nord
C202606120268,2026-06-12,CL0224,Casque audio,Electronique,4,98.65,Entrepot Nord
C202606120269,2026-06-12,CL0116,Plante verte,Maison,1,32.77,Entrepot Nord
C202606120270,2026-06-12,CL0172,Casque audio,Electronique,3,62.42,Entrepot Nord
C202606120271,2026-06-12,CL0224,Chaise bureau,Mobilier,1,110.54,Entrepot Sud
C202606120272,2026-06-12,CL0112,Console jeux,Electronique,3,273.9,Entrepot Est
C202606120273,2026-06-12,CL0121,Casque audio,Electronique,5,46.14,Entrepot Nord
C202606120274,2026-06-12,CL0200,Livre,Culture,2,20.68,Entrepot Nord
C202606120275,2026-06-12,CL0323,Chaise bureau,Mobilier,5,105.44,Entrepot Est
C202606120276,2026-06-12,CL0004,Console jeux,Electronique,4,318.04,Entrepot Sud
C202606120277,2026-06-12,CL0158,Casque audio,Electronique,4,116.68,Entrepot Nord
C202606120278,2026-06-12,CL0088,Livre,Culture,4,18.58,Entrepot Nord
C202606120279,2026-06-12,CL0083,Livre,Culture,1,8.46,Entrepot Nord
C202606120280,2026-06-12,CL0071,Chaise bureau,Mobilier,2,193.14,Entrepot Nord
C202606120281,2026-06-12,CL0303,Casque audio,Electronique,1,100.26,Entrepot Nord
C202606120282,2026-06-12,CL0341,Chaise bureau,Mobilier,2,215.34,Entrepot Est
C202606120283,2026-06-12,CL0058,Casque audio,Electronique,4,53.03,Entrepot Nord
C202606120284,2026-06-12,CL0386,Casque audio,Electronique,1,116.19,Entrepot Est
C202606120285,2026-06-12,CL0388,Casque audio,Electronique,3,80.78,Entrepot Nord
C202606120286,2026-06-12,CL0011,Livre,Culture,3,13.43,Entrepot Nord
C202606120287,2026-06-12,CL0390,Chaise bureau,Mobilier,3,236.72,Entrepot Nord
C202606120288,2026-06-12,CL0244,Chaise bureau,Mobilier,3,206.16,Entrepot Sud
C202606120289,2026-06-12,CL0016,Chaise bureau,Mobilier,5,201.67,Entrepot Sud
C202606120290,2026-06-12,CL0361,Plante verte,Maison,5,33.64,Entrepot Nord
C202606120291,2026-06-12,CL0047,Casque audio,Electronique,5,87.46,Entrepot Sud
C202606120292,2026-06-12,CL0104,Console jeux,Electronique,3,242.59,Entrepot Nord
C202606120293,2026-06-12,CL0252,Chaise bureau,Mobilier,1,60.83,Entrepot Nord
C202606120294,2026-06-12,CL0264,Livre,Culture,4,18.07,Entrepot Est
C202606120295,2026-06-12,CL0110,Chaise bureau,Mobilier,5,239.34,Entrepot Nord
C202606120296,2026-06-12,CL0393,Livre,Culture,4,10.82,Entrepot Est
C202606120297,2026-06-12,CL0054,Casque audio,Electronique,4,104.09,Entrepot Sud
C202606120298,2026-06-12,CL0382,Chaise bureau,Mobilier,3,78.08,Entrepot Est
C202606120299,2026-06-12,CL0106,Casque audio,Electronique,4,111.63,Entrepot Nord
C202606120300,2026-06-12,CL0088,Chaise bureau,Mobilier,3,141.33,Entrepot Sud
C202606120301,2026-06-12,CL0305,Plante verte,Maison,2,38.43,Entrepot Nord
C202606120302,2026-06-12,CL0080,Console jeux,Electronique,1,287.12,Entrepot Nord
C202606120303,2026-06-12,CL0225,Plante verte,Maison,5,32.78,Entrepot Nord
C202606120304,2026-06-12,CL0330,Chaise bureau,Mobilier,5,103.89,Entrepot Nord
C202606120305,2026-06-12,CL0361,Livre,Culture,5,11.26,Entrepot Nord
C202606120306,2026-06-12,CL0371,Console jeux,Electronique,2,380.83,Entrepot Est
C202606120307,2026-06-12,CL0168,Chaise bureau,Mobilier,5,159.21,Entrepot Nord
C202606120308,2026-06-12,CL0053,Livre,Culture,3,24.58,Entrepot Sud
C202606120309,2026-06-12,CL0076,Livre,Culture,1,11.32,Entrepot Nord
C202606120310,2026-06-12,CL0327,Chaise bureau,Mobilier,3,142.64,Entrepot Nord
C202606120311,2026-06-12,CL0018,Casque audio,Electronique,3,60.48,Entrepot Nord
C202606120312,2026-06-12,CL0114,Casque audio,Electronique,4,109.07,Entrepot Nord
C202606120313,2026-06-12,CL0310,Console jeux,Electronique,3,315.82,Entrepot Nord
C202606120314,2026-06-12,CL0221,Plante verte,Maison,1,32.75,Entrepot Est
C202606120315,2026-06-12,CL0118,Console jeux,Electronique,5,387.28,Entrepot Nord
C202606120316,2026-06-12,CL0233,Console jeux,Electronique,2,369.9,Entrepot Sud
C202606120317,2026-06-12,CL0215,Plante verte,Maison,3,19.27,Entrepot Sud
C202606120318,2026-06-12,CL0129,Livre,Culture,4,20.12,Entrepot Sud
C202606120319,2026-06-12,CL0210,Plante verte,Maison,4,24.75,Entrepot Sud
C202606120320,2026-06-12,CL0006,Console jeux,Electronique,2,423.62,Entrepot Nord
